p_station,long,lat,incidentdate,passengers,maincategory,injuredpersons,county,constituency
CENTRAL POLICE STATION-NAIROBI,36.8182285,-1.2794229,2013-06-08T00:00:00Z,14,NON INJURY,0,Nairobi,Starehe
CENTRAL POLICE STATION-NAIROBI,36.8182285,-1.2794229,2013-08-20T00:00:00Z,51,NON INJURY,0,Nairobi,Starehe
CENTRAL POLICE STATION-NAIROBI,36.8182285,-1.2794229,2013-01-21T00:00:00Z,51,NON INJURY,0,Nairobi,Starehe
CENTRAL POLICE STATION-NAIROBI,36.8182285,-1.2794229,2013-04-26T00:00:00Z,29,NON INJURY,0,Nairobi,Starehe
CENTRAL POLICE STATION-NAIROBI,36.8182285,-1.2794229,2013-05-14T00:00:00Z,14,NON INJURY,0,Nairobi,Starehe
PARKLANDS POLICE STATION,36.8121049,-1.2652424,2013-08-23T00:00:00Z,14,INJURY,1,Nairobi,Westlands
KILIMANI POLICE STATION,36.7952424,-1.2914363,2013-08-15T00:00:00Z,14,INJURY,1,Nairobi,Dagoretti North
RUIRU POLICE STATION,36.9593125,-1.1449416,2013-08-17T00:00:00Z,14,NON INJURY,0,Kiambu,Ruiru
KASARANI POLICE STATION,36.8932931,-1.2195671,2013-08-24T00:00:00Z,14,INJURY,4,Nairobi,Kasarani
PARKLANDS POLICE STATION,36.8121049,-1.2652424,2013-08-27T00:00:00Z,14,INJURY,3,Nairobi,Westlands
PANGANI POLICE STATION,36.8360283,-1.2699695,2013-08-25T00:00:00Z,26,NON INJURY,0,Nairobi,Starehe
PARKLANDS POLICE STATION,36.8121049,-1.2652424,2013-08-27T00:00:00Z,14,NON INJURY,0,Nairobi,Westlands
NAIVASHA POLICE STATION,36.4385605,-0.7247779000000001,2013-08-28T00:00:00Z,14,INJURY,1,NA,NA
KASARANI POLICE STATION,36.8932931,-1.2195671,2013-08-23T00:00:00Z,51,INJURY,1,Nairobi,Kasarani
PANGANI POLICE STATION,36.8360283,-1.2699695,2013-08-23T00:00:00Z,25,INJURY,3,Nairobi,Starehe
CENTRAL POLICE STATION-NAIROBI,36.8182285,-1.2794229,2013-08-18T00:00:00Z,29,NON INJURY,0,Nairobi,Starehe
KAYOLE POLICE STATION,36.9261067,-1.2644254,2013-08-27T00:00:00Z,14,INJURY,2,Nairobi,Embakasi Central
INDUSTRIAL AREA POLICE STATION,36.8341528,-1.3006638,2013-08-15T00:00:00Z,33,NON INJURY,0,Nairobi,Starehe
PANGANI POLICE STATION,36.8360283,-1.2699695,2013-08-23T00:00:00Z,25,INJURY,1,Nairobi,Starehe
GIGIRI POLICE STATION,36.8095575,-1.2363428,2013-08-16T00:00:00Z,66,NON INJURY,0,Nairobi,Westlands
DIANI POLICE STATION,39.5671508,-4.2827877,2013-08-27T00:00:00Z,13,INJURY,1,NA,NA
KIKUYU POLICE STATION,36.6636128,-1.2433244,2013-08-22T00:00:00Z,8,NON INJURY,0,Kiambu,Kikuyu
BURU BURU POLICE STATION,36.879342,-1.279412,2013-05-23T00:00:00Z,29,INJURY,1,Nairobi,Embakasi West
KASARANI POLICE STATION,36.8932931,-1.2195671,2013-08-20T00:00:00Z,14,NON INJURY,0,Nairobi,Kasarani
RUIRU POLICE STATION,36.9593125,-1.1449416,2013-08-27T00:00:00Z,14,NON INJURY,0,Kiambu,Ruiru
GATUNDU POLICE STATION,36.9018625,-1.0109663,2013-08-25T00:00:00Z,11,INJURY,1,Kiambu,Gatundu South
EMBAKASI POLICE STATION,36.9132142,-1.3096785,2013-08-28T00:00:00Z,14,NON INJURY,0,Nairobi,Embakasi East
CENTRAL POLICE STATION-NAIROBI,36.8182285,-1.2794229,2013-08-28T00:00:00Z,13,INJURY,1,Nairobi,Starehe
PARKLANDS POLICE STATION,36.8121049,-1.2652424,2013-08-28T00:00:00Z,14,INJURY,1,Nairobi,Westlands
CENTRAL POLICE STATION-NAIROBI,36.8182285,-1.2794229,2013-08-28T00:00:00Z,14,NON INJURY,0,Nairobi,Starehe
RUIRU POLICE STATION,36.9593125,-1.1449416,2013-08-24T00:00:00Z,14,INJURY,4,Kiambu,Ruiru
MARIMANTI POLICE STATION,37.9845616,-0.1458447,2013-08-18T00:00:00Z,46,INJURY,1,NA,NA
MAKONGENI POLICE STATION,36.8505311,-1.2947258,2013-08-11T00:00:00Z,25,NON INJURY,0,Nairobi,Makadara
BURU BURU POLICE STATION,36.879342,-1.279412,2013-08-28T00:00:00Z,46,NON INJURY,0,Nairobi,Embakasi West
CENTRAL POLICE STATION-NAIROBI,36.8182285,-1.2794229,2012-12-28T00:00:00Z,51,INJURY,0,Nairobi,Starehe
PARKLANDS POLICE STATION,36.8121049,-1.2652424,2013-07-05T00:00:00Z,14,NON INJURY,0,Nairobi,Westlands
KAREN POLICE STATION,36.7062672,-1.3219421,2011-10-01T00:00:00Z,14,INJURY,1,Nairobi,Langata
NGONG POLICE STATION,36.6536602,-1.365681,2013-05-13T00:00:00Z,25,INJURY,0,Kajiado,Kajiado North
MUTHANGARI POLICE STATION,36.7727649,-1.2663719,2013-08-28T00:00:00Z,51,NON INJURY,0,Nairobi,Dagoretti North
KANGUNDO POLICE STATION,37.3150423,-1.2681441,2013-08-24T00:00:00Z,14,NON INJURY,0,Machakos,Matungulu
MAKONGENI POLICE STATION,36.8505311,-1.2947258,2013-08-28T00:00:00Z,33,NON INJURY,0,Nairobi,Makadara
CENTRAL POLICE STATION-NAIROBI,36.8182285,-1.2794229,2013-08-29T00:00:00Z,13,INJURY,1,Nairobi,Starehe
PARKLANDS POLICE STATION,36.8121049,-1.2652424,2013-08-27T00:00:00Z,14,NON INJURY,0,Nairobi,Westlands
PANGANI POLICE STATION,36.8360283,-1.2699695,2013-08-26T00:00:00Z,14,INJURY,1,Nairobi,Starehe
KABETE POLICE STATION,36.7262163,-1.2624066,2013-08-30T00:00:00Z,14,INJURY,1,Nairobi,Westlands
CENTRAL POLICE STATION-NAIROBI,36.8182285,-1.2794229,2013-08-26T00:00:00Z,14,INJURY,1,Nairobi,Starehe
PARKLANDS POLICE STATION,36.8121049,-1.2652424,2013-08-27T00:00:00Z,14,NON INJURY,0,Nairobi,Westlands
TIGONI POLICE STATION,36.6735756,-1.1272436,2013-08-27T00:00:00Z,11,NON INJURY,0,Kiambu,Limuru
RUIRU POLICE STATION,36.9593125,-1.1449416,2013-08-18T00:00:00Z,14,NON INJURY,0,Kiambu,Ruiru
THIKA POLICE STATION,37.0754725,-1.03806,2013-08-25T00:00:00Z,14,NON INJURY,0,Kiambu,Thika Town
AHERO POLICE STATION HQ,34.9228009,-0.173137,2013-08-20T00:00:00Z,66,INJURY,2,NA,NA
CENTRAL POLICE STATION-NAIROBI,36.8182285,-1.2794229,2013-08-02T00:00:00Z,49,NON INJURY,0,Nairobi,Starehe
MUTHANGARI POLICE STATION,36.7727649,-1.2663719,2013-06-28T00:00:00Z,14,INJURY,1,Nairobi,Dagoretti North
KASARANI POLICE STATION,36.8932931,-1.2195671,2013-08-19T00:00:00Z,14,INJURY,1,Nairobi,Kasarani
MUTHANGARI POLICE STATION,36.7727649,-1.2663719,2013-08-31T00:00:00Z,14,INJURY,1,Nairobi,Dagoretti North
EMBAKASI POLICE STATION,36.9132142,-1.3096785,2013-08-25T00:00:00Z,14,INJURY,1,Nairobi,Embakasi East
PANGANI POLICE STATION,36.8360283,-1.2699695,2013-09-01T00:00:00Z,14,INJURY,1,Nairobi,Starehe
NAIVASHA POLICE STATION,36.4385605,-0.7247779000000001,2013-09-02T00:00:00Z,14,NON INJURY,0,NA,NA
KILIFI POLICE STATION,39.8552461,-3.6341898,2013-09-02T00:00:00Z,14,INJURY,1,NA,NA
NAKURU POLICE STATION HQ,36.1537013,-0.2891843,2013-08-14T00:00:00Z,14,NON INJURY,0,NA,NA
NAKURU POLICE STATION HQ,36.1537013,-0.2891843,2013-09-01T00:00:00Z,14,NON INJURY,0,NA,NA
KASARANI POLICE STATION,36.8932931,-1.2195671,2013-08-29T00:00:00Z,14,NON INJURY,0,Nairobi,Kasarani
SAGANA POLICE STATION,37.2176074,-0.6638580000000001,2013-09-01T00:00:00Z,11,NON INJURY,0,NA,NA
KASARANI POLICE STATION,36.8932931,-1.2195671,2013-08-27T00:00:00Z,14,INJURY,1,Nairobi,Kasarani
MAKONGENI POLICE STATION,36.8505311,-1.2947258,2013-09-01T00:00:00Z,40,NON INJURY,0,Nairobi,Makadara
CENTRAL POLICE STATION-NAIROBI,36.8182285,-1.2794229,2013-08-31T00:00:00Z,51,INJURY,1,Nairobi,Starehe
PARKLANDS POLICE STATION,36.8121049,-1.2652424,2013-08-29T00:00:00Z,14,INJURY,2,Nairobi,Westlands
PARKLANDS POLICE STATION,36.8121049,-1.2652424,2013-08-31T00:00:00Z,14,INJURY,1,Nairobi,Westlands
PARKLANDS POLICE STATION,36.8121049,-1.2652424,2013-08-31T00:00:00Z,14,INJURY,10,Nairobi,Westlands
MAKONGENI POLICE STATION,36.8505311,-1.2947258,2013-08-15T00:00:00Z,13,INJURY,2,Nairobi,Makadara
PARKLANDS POLICE STATION,36.8121049,-1.2652424,2013-08-13T00:00:00Z,14,NON INJURY,0,Nairobi,Westlands
PARKLANDS POLICE STATION,36.8121049,-1.2652424,2013-08-05T00:00:00Z,62,NON INJURY,0,Nairobi,Westlands
CENTRAL POLICE STATION-NAIROBI,36.8182285,-1.2794229,2013-08-17T00:00:00Z,29,NON INJURY,0,Nairobi,Starehe
PARKLANDS POLICE STATION,36.8121049,-1.2652424,2013-08-11T00:00:00Z,14,NON INJURY,0,Nairobi,Westlands
PARKLANDS POLICE STATION,36.8121049,-1.2652424,2013-08-22T00:00:00Z,14,INJURY,7,Nairobi,Westlands
PARKLANDS POLICE STATION,36.8121049,-1.2652424,2013-08-15T00:00:00Z,14,INJURY,1,Nairobi,Westlands
PARKLANDS POLICE STATION,36.8121049,-1.2652424,2013-08-07T00:00:00Z,14,NON INJURY,0,Nairobi,Westlands
PARKLANDS POLICE STATION,36.8121049,-1.2652424,2013-08-08T00:00:00Z,14,NON INJURY,0,Nairobi,Westlands
PARKLANDS POLICE STATION,36.8121049,-1.2652424,2013-08-13T00:00:00Z,14,NON INJURY,0,Nairobi,Westlands
PARKLANDS POLICE STATION,36.8121049,-1.2652424,2013-08-27T00:00:00Z,14,NON INJURY,0,Nairobi,Westlands
PARKLANDS POLICE STATION,36.8121049,-1.2652424,2013-08-26T00:00:00Z,3,NON INJURY,0,Nairobi,Westlands
PARKLANDS POLICE STATION,36.8121049,-1.2652424,2013-08-23T00:00:00Z,33,NON INJURY,0,Nairobi,Westlands
PARKLANDS POLICE STATION,36.8121049,-1.2652424,2013-08-18T00:00:00Z,66,NON INJURY,0,Nairobi,Westlands
PARKLANDS POLICE STATION,36.8121049,-1.2652424,2013-08-15T00:00:00Z,14,NON INJURY,0,Nairobi,Westlands
PARKLANDS POLICE STATION,36.8121049,-1.2652424,2013-08-08T00:00:00Z,14,NON INJURY,0,Nairobi,Westlands
PARKLANDS POLICE STATION,36.8121049,-1.2652424,2013-08-15T00:00:00Z,14,NON INJURY,0,Nairobi,Westlands
PARKLANDS POLICE STATION,36.8121049,-1.2652424,2013-08-16T00:00:00Z,14,NON INJURY,0,Nairobi,Westlands
PARKLANDS POLICE STATION,36.8121049,-1.2652424,2013-08-04T00:00:00Z,14,NON INJURY,0,Nairobi,Westlands
PARKLANDS POLICE STATION,36.8121049,-1.2652424,2013-08-23T00:00:00Z,14,NON INJURY,0,Nairobi,Westlands
KABETE POLICE STATION,36.7262163,-1.2624066,2013-08-24T00:00:00Z,14,NON INJURY,0,Nairobi,Westlands
PARKLANDS POLICE STATION,36.8121049,-1.2652424,2013-08-26T00:00:00Z,14,NON INJURY,0,Nairobi,Westlands
CENTRAL POLICE STATION-NAIROBI,36.8182285,-1.2794229,2013-08-27T00:00:00Z,51,INJURY,1,Nairobi,Starehe
PARKLANDS POLICE STATION,36.8121049,-1.2652424,2013-08-15T00:00:00Z,14,NON INJURY,0,Nairobi,Westlands
PARKLANDS POLICE STATION,36.8121049,-1.2652424,2013-08-17T00:00:00Z,14,NON INJURY,0,Nairobi,Westlands
PARKLANDS POLICE STATION,36.8121049,-1.2652424,2013-08-19T00:00:00Z,14,NON INJURY,0,Nairobi,Westlands
PARKLANDS POLICE STATION,36.8121049,-1.2652424,2013-08-09T00:00:00Z,14,NON INJURY,0,Nairobi,Westlands
PARKLANDS POLICE STATION,36.8121049,-1.2652424,2013-08-31T00:00:00Z,67,NON INJURY,0,Nairobi,Westlands
PARKLANDS POLICE STATION,36.8121049,-1.2652424,2013-08-27T00:00:00Z,13,NON INJURY,0,Nairobi,Westlands
PANGANI POLICE STATION,36.8360283,-1.2699695,2013-04-22T00:00:00Z,26,INJURY,0,Nairobi,Starehe
KASARANI POLICE STATION,36.8932931,-1.2195671,2013-08-23T00:00:00Z,14,NON INJURY,0,Nairobi,Kasarani
KASARANI POLICE STATION,36.8932931,-1.2195671,2013-08-26T00:00:00Z,14,INJURY,1,Nairobi,Kasarani
NAKURU POLICE STATION HQ,36.1537013,-0.2891843,2013-09-01T00:00:00Z,14,NON INJURY,0,NA,NA
SOTIK POLICE STATION,35.1093419,-0.691906,2013-09-02T00:00:00Z,11,NON INJURY,0,NA,NA
CENTRAL POLICE STATION-NAIROBI,36.8182285,-1.2794229,2013-08-31T00:00:00Z,14,NON INJURY,0,Nairobi,Starehe
KILIMANI POLICE STATION,36.7952424,-1.2914363,2013-08-30T00:00:00Z,14,INJURY,1,Nairobi,Dagoretti North
INDUSTRIAL AREA POLICE STATION,36.8341528,-1.3006638,2013-09-02T00:00:00Z,33,NON INJURY,0,Nairobi,Starehe
CENTRAL POLICE STATION-NAIROBI,36.8182285,-1.2794229,2013-08-31T00:00:00Z,49,NON INJURY,0,Nairobi,Starehe
NGUNDUNE POLICE STATION,37.7674127,0.1849004,2013-09-01T00:00:00Z,14,NON INJURY,0,NA,NA
DANDORA POLICE STATION,36.8932522,-1.2558642,2013-08-02T00:00:00Z,26,INJURY,1,Nairobi,Embakasi West
MARIAKANI POLICE STATION,39.4692327,-3.8611178,2013-09-02T00:00:00Z,33,INJURY,0,NA,NA
CHUKA POLICE STATION,37.64880720000001,-0.3309361,2013-08-23T00:00:00Z,14,INJURY,0,NA,NA
KASARANI POLICE STATION,36.8932931,-1.2195671,2013-09-01T00:00:00Z,29,NON INJURY,0,Nairobi,Kasarani
KASARANI POLICE STATION,36.8932931,-1.2195671,2013-08-31T00:00:00Z,29,NON INJURY,0,Nairobi,Kasarani
KASARANI POLICE STATION,36.8932931,-1.2195671,2013-08-30T00:00:00Z,14,INJURY,6,Nairobi,Kasarani
INDUSTRIAL AREA POLICE STATION,36.8341528,-1.3006638,2013-08-05T00:00:00Z,29,NON INJURY,0,Nairobi,Starehe
KASARANI POLICE STATION,36.8932931,-1.2195671,2013-07-19T00:00:00Z,14,NON INJURY,0,Nairobi,Kasarani
KASARANI POLICE STATION,36.8932931,-1.2195671,2013-08-30T00:00:00Z,14,NON INJURY,0,Nairobi,Kasarani
KASARANI POLICE STATION,36.8932931,-1.2195671,2013-09-01T00:00:00Z,14,INJURY,2,Nairobi,Kasarani
KASARANI POLICE STATION,36.8932931,-1.2195671,2013-09-01T00:00:00Z,46,NON INJURY,0,Nairobi,Kasarani
MAKONGENI POLICE STATION,36.8505311,-1.2947258,2013-08-22T00:00:00Z,14,NON INJURY,0,Nairobi,Makadara
MAKONGENI POLICE STATION,36.8505311,-1.2947258,2013-08-19T00:00:00Z,33,NON INJURY,0,Nairobi,Makadara
MAKONGENI POLICE STATION,36.8505311,-1.2947258,2013-08-15T00:00:00Z,14,NON INJURY,0,Nairobi,Makadara
MAKONGENI POLICE STATION,36.8505311,-1.2947258,2013-08-21T00:00:00Z,14,INJURY,1,Nairobi,Makadara
KASARANI POLICE STATION,36.8932931,-1.2195671,2013-08-20T00:00:00Z,14,INJURY,0,Nairobi,Kasarani
MAKONGENI POLICE STATION,36.8505311,-1.2947258,2013-08-15T00:00:00Z,14,INJURY,1,Nairobi,Makadara
MAKONGENI POLICE STATION,36.8505311,-1.2947258,2013-08-19T00:00:00Z,51,NON INJURY,0,Nairobi,Makadara
MAKONGENI POLICE STATION,36.8505311,-1.2947258,2013-08-22T00:00:00Z,14,NON INJURY,0,Nairobi,Makadara
UPLANDS POLICE STATION,36.63999099999999,-1.0395239,2013-08-29T00:00:00Z,14,NON INJURY,0,Kiambu,Lari
BURU BURU POLICE STATION,36.879342,-1.279412,2013-09-03T00:00:00Z,14,INJURY,1,Nairobi,Embakasi West
PARKLANDS POLICE STATION,36.8121049,-1.2652424,2013-08-13T00:00:00Z,14,NON INJURY,0,Nairobi,Westlands
LANGATA POLICE STATION,36.7420212,-1.3651286,2013-04-14T00:00:00Z,4,NON INJURY,0,Nairobi,Langata
RUIRU POLICE STATION,36.9593125,-1.1449416,2013-09-04T00:00:00Z,14,NON INJURY,0,Kiambu,Ruiru
PANGANI POLICE STATION,36.8360283,-1.2699695,2013-09-04T00:00:00Z,5,INJURY,1,Nairobi,Starehe
THIKA POLICE STATION,37.0754725,-1.03806,2013-09-03T00:00:00Z,14,INJURY,0,Kiambu,Thika Town
NAIVASHA POLICE STATION,36.4385605,-0.7247779000000001,2013-09-03T00:00:00Z,67,NON INJURY,0,NA,NA
BURU BURU POLICE STATION,36.879342,-1.279412,2013-09-04T00:00:00Z,14,INJURY,1,Nairobi,Embakasi West
CENTRAL POLICE STATION-NAIROBI,36.8182285,-1.2794229,2013-08-17T00:00:00Z,14,NON INJURY,0,Nairobi,Starehe
MAKUPA POLICE STATION,39.6582959,-4.0427702,2013-09-02T00:00:00Z,14,NON INJURY,0,NA,NA
MAKONGENI POLICE STATION,36.8505311,-1.2947258,2013-09-03T00:00:00Z,33,NON INJURY,0,Nairobi,Makadara
KASARANI POLICE STATION,36.8932931,-1.2195671,2013-08-16T00:00:00Z,37,NON INJURY,0,Nairobi,Kasarani
PANGANI POLICE STATION,36.8360283,-1.2699695,2013-08-29T00:00:00Z,25,INJURY,1,Nairobi,Starehe
KASARANI POLICE STATION,36.8932931,-1.2195671,2013-09-05T00:00:00Z,51,NON INJURY,0,Nairobi,Kasarani
PANGANI POLICE STATION,36.8360283,-1.2699695,2013-08-25T00:00:00Z,14,NON INJURY,0,Nairobi,Starehe
MAKONGENI POLICE STATION,36.8505311,-1.2947258,2013-09-04T00:00:00Z,14,INJURY,4,Nairobi,Makadara
NAIVASHA POLICE STATION,36.4385605,-0.7247779000000001,2013-09-04T00:00:00Z,62,INJURY,1,NA,NA
KILIMANI POLICE STATION,36.7952424,-1.2914363,2013-08-19T00:00:00Z,14,NON INJURY,0,Nairobi,Dagoretti North
KILIMANI POLICE STATION,36.7952424,-1.2914363,2013-08-18T00:00:00Z,29,NON INJURY,0,Nairobi,Dagoretti North
KILIMANI POLICE STATION,36.7952424,-1.2914363,2013-08-17T00:00:00Z,14,NON INJURY,0,Nairobi,Dagoretti North
KILIMANI POLICE STATION,36.7952424,-1.2914363,2013-08-22T00:00:00Z,14,NON INJURY,0,Nairobi,Dagoretti North
KILIMANI POLICE STATION,36.7952424,-1.2914363,2013-08-16T00:00:00Z,14,NON INJURY,0,Nairobi,Dagoretti North
KILIMANI POLICE STATION,36.7952424,-1.2914363,2013-08-19T00:00:00Z,14,NON INJURY,0,Nairobi,Dagoretti North
LUNGA LUNGA POLICE STATION,39.1269469,-4.5596609,2013-08-20T00:00:00Z,14,BOTH,0,NA,NA
KILIMANI POLICE STATION,36.7952424,-1.2914363,2013-08-15T00:00:00Z,14,NON INJURY,0,Nairobi,Dagoretti North
KILIMANI POLICE STATION,36.7952424,-1.2914363,2013-08-20T00:00:00Z,14,NON INJURY,0,Nairobi,Dagoretti North
KILIMANI POLICE STATION,36.7952424,-1.2914363,2013-08-18T00:00:00Z,14,NON INJURY,0,Nairobi,Dagoretti North
KILIMANI POLICE STATION,36.7952424,-1.2914363,2013-08-19T00:00:00Z,14,NON INJURY,0,Nairobi,Dagoretti North
KILIMANI POLICE STATION,36.7952424,-1.2914363,2013-08-20T00:00:00Z,46,NON INJURY,0,Nairobi,Dagoretti North
KILIMANI POLICE STATION,36.7952424,-1.2914363,2013-08-15T00:00:00Z,33,NON INJURY,0,Nairobi,Dagoretti North
KILIMANI POLICE STATION,36.7952424,-1.2914363,2013-08-17T00:00:00Z,14,NON INJURY,0,Nairobi,Dagoretti North
KILIMANI POLICE STATION,36.7952424,-1.2914363,2013-08-19T00:00:00Z,14,NON INJURY,0,Nairobi,Dagoretti North
KILIMANI POLICE STATION,36.7952424,-1.2914363,2013-08-17T00:00:00Z,14,NON INJURY,0,Nairobi,Dagoretti North
KILIMANI POLICE STATION,36.7952424,-1.2914363,2013-08-22T00:00:00Z,14,BOTH,1,Nairobi,Dagoretti North
KILIMANI POLICE STATION,36.7952424,-1.2914363,2013-08-20T00:00:00Z,29,NON INJURY,0,Nairobi,Dagoretti North
KILIMANI POLICE STATION,36.7952424,-1.2914363,2013-08-14T00:00:00Z,14,NON INJURY,0,Nairobi,Dagoretti North
RUIRU POLICE STATION,36.9593125,-1.1449416,2013-09-05T00:00:00Z,14,NON INJURY,0,Kiambu,Ruiru
KIMILILI POLICE STATION,34.7146565,0.7888181,2013-09-04T00:00:00Z,14,INJURY,0,NA,NA
CENTRAL POLICE STATION-NAIROBI,36.8182285,-1.2794229,2013-09-05T00:00:00Z,33,NON INJURY,0,Nairobi,Starehe
INDUSTRIAL AREA POLICE STATION,36.8341528,-1.3006638,2013-07-15T00:00:00Z,14,NON INJURY,0,Nairobi,Starehe
INDUSTRIAL AREA POLICE STATION,36.8341528,-1.3006638,2013-09-01T00:00:00Z,13,NON INJURY,0,Nairobi,Starehe
KIAMBU POLICE STATION HQ,36.8322078,-1.1731839,2013-09-01T00:00:00Z,14,INJURY,1,Kiambu,Kiambu
KILIMANI POLICE STATION,36.7952424,-1.2914363,2013-08-31T00:00:00Z,14,NON INJURY,0,Nairobi,Dagoretti North
KIKUYU POLICE STATION,36.6636128,-1.2433244,2013-08-05T00:00:00Z,8,NON INJURY,0,Kiambu,Kikuyu
PANGANI POLICE STATION,36.8360283,-1.2699695,2013-09-01T00:00:00Z,26,INJURY,1,Nairobi,Starehe
PARKLANDS POLICE STATION,36.8121049,-1.2652424,2013-09-05T00:00:00Z,14,NON INJURY,0,Nairobi,Westlands
KAYOLE POLICE STATION,36.9261067,-1.2644254,2013-09-06T00:00:00Z,26,INJURY,1,Nairobi,Embakasi Central
CENTRAL POLICE STATION-NAIROBI,36.8182285,-1.2794229,2013-09-03T00:00:00Z,14,INJURY,1,Nairobi,Starehe
TIGONI POLICE STATION,36.6735756,-1.1272436,2013-09-01T00:00:00Z,14,INJURY,1,Kiambu,Limuru
MUTHAIGA POLICE STATION,36.84323,-1.2593838,2013-09-01T00:00:00Z,14,INJURY,1,Nairobi,Mathare
JUJA POLICE STATION,37.0176762,-1.1042346,2013-08-17T00:00:00Z,25,INJURY,1,Kiambu,Juja
EMBAKASI POLICE STATION,36.9132142,-1.3096785,2013-09-03T00:00:00Z,8,NON INJURY,0,Nairobi,Embakasi East
INDUSTRIAL AREA POLICE STATION,36.8341528,-1.3006638,2013-09-03T00:00:00Z,60,NON INJURY,0,Nairobi,Starehe
ATHI RIVER POLICE STATION,36.9850203,-1.4518996,2013-08-22T00:00:00Z,14,NON INJURY,0,Machakos,Mavoko
EMBAKASI POLICE STATION,36.9132142,-1.3096785,2013-08-24T00:00:00Z,14,NON INJURY,0,Nairobi,Embakasi East
GITHUNGURI POLICE STATION,36.7772511,-1.0577522,2013-09-04T00:00:00Z,14,INJURY,1,Kiambu,Githunguri
EMBAKASI POLICE STATION,36.9132142,-1.3096785,2013-08-28T00:00:00Z,51,INJURY,1,Nairobi,Embakasi East
EMBAKASI POLICE STATION,36.9132142,-1.3096785,2013-07-12T00:00:00Z,14,NON INJURY,0,Nairobi,Embakasi East
EMBAKASI POLICE STATION,36.9132142,-1.3096785,2013-07-29T00:00:00Z,37,INJURY,1,Nairobi,Embakasi East
EMBAKASI POLICE STATION,36.9132142,-1.3096785,2013-07-29T00:00:00Z,8,NON INJURY,0,Nairobi,Embakasi East
NGONG POLICE STATION,36.6536602,-1.365681,2010-09-25T00:00:00Z,51,INJURY,1,Kajiado,Kajiado North
KILIMANI POLICE STATION,36.7952424,-1.2914363,2013-09-07T00:00:00Z,5,INJURY,1,Nairobi,Dagoretti North
RUIRU POLICE STATION,36.9593125,-1.1449416,2013-09-04T00:00:00Z,14,INJURY,1,Kiambu,Ruiru
PANGANI POLICE STATION,36.8360283,-1.2699695,2013-08-21T00:00:00Z,14,NON INJURY,0,Nairobi,Starehe
KIRIAINI POLICE STATION,36.9578315,-0.6025642,2013-09-05T00:00:00Z,14,INJURY,1,Murang'a,Mathioya
KISERIAN POLICE STATION,36.6880597,-1.4299649,2013-08-07T00:00:00Z,14,INJURY,1,Kajiado,Kajiado North
CENTRAL POLICE STATION-NAIROBI,36.8182285,-1.2794229,2013-09-02T00:00:00Z,14,NON INJURY,0,Nairobi,Starehe
PANGANI POLICE STATION,36.8360283,-1.2699695,2013-08-21T00:00:00Z,33,NON INJURY,0,Nairobi,Starehe
BURU BURU POLICE STATION,36.879342,-1.279412,2013-09-01T00:00:00Z,25,INJURY,1,Nairobi,Embakasi West
PANGANI POLICE STATION,36.8360283,-1.2699695,2013-08-28T00:00:00Z,34,NON INJURY,0,Nairobi,Starehe
PANGANI POLICE STATION,36.8360283,-1.2699695,2013-09-09T00:00:00Z,14,INJURY,1,Nairobi,Starehe
PANGANI POLICE STATION,36.8360283,-1.2699695,2013-09-01T00:00:00Z,14,NON INJURY,0,Nairobi,Starehe
BURU BURU POLICE STATION,36.879342,-1.279412,2013-09-05T00:00:00Z,14,BOTH,1,Nairobi,Embakasi West
CENTRAL POLICE STATION-NAKURU,36.0701438,-0.2883555,2013-09-03T00:00:00Z,14,NON INJURY,0,NA,NA
TIGONI POLICE STATION,36.6735756,-1.1272436,2013-09-01T00:00:00Z,14,NON INJURY,0,Kiambu,Limuru
MWEIGA POLICE STATION,36.9059515,-0.3285581,2013-08-31T00:00:00Z,14,INJURY,2,NA,NA
KASARANI POLICE STATION,36.8932931,-1.2195671,2013-09-07T00:00:00Z,41,NON INJURY,0,Nairobi,Kasarani
TIGONI POLICE STATION,36.6735756,-1.1272436,2013-09-08T00:00:00Z,11,NON INJURY,0,Kiambu,Limuru
KERUGOYA POLICE STATION,37.2821903,-0.4974898999999999,2013-09-05T00:00:00Z,14,NON INJURY,0,NA,NA
PANGANI POLICE STATION,36.8360283,-1.2699695,2013-09-05T00:00:00Z,51,NON INJURY,0,Nairobi,Starehe
ONGATA RONGAI POLICE POST,36.7571639,-1.3968388,2013-09-06T00:00:00Z,14,INJURY,4,Kajiado,Kajiado North
MLOLONGO POLICE STATION,36.942907,-1.3896986,2013-09-09T00:00:00Z,14,INJURY,1,Machakos,Mavoko
THIKA POLICE STATION,37.0754725,-1.03806,2013-09-03T00:00:00Z,14,INJURY,2,Kiambu,Thika Town
GILGIL POLICE STATION,36.4385605,-0.7247779000000001,2013-09-07T00:00:00Z,8,BOTH,3,NA,NA
INDUSTRIAL AREA POLICE STATION,36.8341528,-1.3006638,2013-09-05T00:00:00Z,14,INJURY,1,Nairobi,Starehe
NAIVASHA POLICE STATION,36.4385605,-0.7247779000000001,2012-12-31T00:00:00Z,14,NON INJURY,0,NA,NA
KILIMANI POLICE STATION,36.7952424,-1.2914363,2013-09-10T00:00:00Z,14,BOTH,2,Nairobi,Dagoretti North
ONGATA RONGAI POLICE POST,36.7571639,-1.3968388,2013-09-08T00:00:00Z,14,INJURY,1,Kajiado,Kajiado North
