rowid,tweet,origCategory,Hour,Month,Weekday,Year,date,newCategory
1672, Uhuru highway imeshikana pande zote mbili hii pia #chebukati hawezi saidi ,NA,16,10,Monday,2017,10/30/17,NA
1673, Very slow.someone should carry a blanket if you are ending to JKIA from town  ,NA,16,10,Monday,2017,10/30/17,NA
1674, Grand standing bumper to  could have scape earli ,traffic,16,10,Monday,2017,10/30/17,traffic
1675, how's southern bypass? ,NA,16,10,Monday,2017,10/30/17,NA
1676, Slow but moving  ,NA,16,10,Monday,2017,10/30/17,NA
1677, Uhuru highway around University is dead stuck! What's happening ahead? ,NA,16,10,Monday,2017,10/30/17,NA
1678, Uon roundabout from westlands is packed past Kempinski ,NA,16,10,Monday,2017,10/30/17,NA
1679,"It does not matter what your vehicle type is; have the right battery fit for it! Be it a Toyota, Subâ€_ https://t.co/ne1qBXircF",NA,16,10,Monday,2017,10/30/17,NA
1680, msa rd is hell avoid Pls...left town 45mins ago na Niko nyayo sasa ,NA,16,10,Monday,2017,10/30/17,NA
1681, There is an accident outside panari creating the traffic ,accident,16,10,Monday,2017,10/30/17,accident
1681, There is an accident outside panari creating the traffic ,accident,16,10,Monday,2017,10/30/17,traffic
1682," At Donholm and about to use Jogoo road to town..Anyone,please give updates if it's calm. ",NA,16,10,Monday,2017,10/30/17,NA
1683," let's honour what will be declared  by IEBC at Bomas, more so we have to move on, don't  ",NA,16,10,Monday,2017,10/30/17,NA
1684, Traffic in Upper hill from Radisson Blu towards Bunyala road. via Ngari,NA,16,10,Monday,2017,10/30/17,traffic
1685, How is Jogoo Road? ,NA,16,10,Monday,2017,10/30/17,NA
1686, how's mombasa road? ,NA,16,10,Monday,2017,10/30/17,NA
1687, how is mombasa road from town ? ,NA,16,10,Monday,2017,10/30/17,NA
1688, Locked AF! All the way from Nyayo Stadium to Cabanas ,NA,16,10,Monday,2017,10/30/17,NA
1689," Huruma, Mathare business closed, Juja rd no Vehicles ",NA,16,10,Monday,2017,10/30/17,NA
1690, hows Ngong road? ,NA,16,10,Monday,2017,10/30/17,NA
1691," Going town is clear but from town to dohom its slow pace ,make a peep and stroll zoooom ",NA,16,10,Monday,2017,10/30/17,NA
1692, it's clear at jogoo road to town ,NA,16,10,Monday,2017,10/30/17,NA
1693," Mroad smooth inbound, outbound, traffic starts at Capital centre _Ÿ˜_ ",NA,16,10,Monday,2017,10/30/17,traffic
1694, How is Thika Superhighway ,NA,16,10,Monday,2017,10/30/17,NA
1695, Not moving from Capital Centre.. ,NA,16,10,Monday,2017,10/30/17,NA
1696, Trust the cops at University way to  BLOCK inbound traffic _Ÿ˜‘. We. Just. Want. To. Be. On. Our. Way. ,NA,16,10,Monday,2017,10/30/17,traffic
1697," If on the highway, prepare to be stuck for a while. Ngong road and down Mbagathi moving swiftly and 'opened' more. ",NA,16,10,Monday,2017,10/30/17,NA
1698, I need to get home down Waiyaki way from Limuru to Westie. What's Kangemi like at the mo? ,NA,16,10,Monday,2017,10/30/17,NA
1699, The traffic on university way is ridiculous _Ÿ˜’. ,NA,16,10,Monday,2017,10/30/17,traffic
1701, Traffic starts from Nairobi club but moving ,NA,16,10,Monday,2017,10/30/17,traffic
1702, Uhuru highway traffic aint moving towards Bunyala rd roundabout ,NA,16,10,Monday,2017,10/30/17,traffic
1703, jam along Uhuru highway. From KBC to laico 1hr ,traffic,16,10,Monday,2017,10/30/17,traffic
1704, Traffic inaanzia Madaraka heeeeh sasa jameni ,traffic,16,10,Monday,2017,10/30/17,traffic
1705, Ngong road inwards from Lenana is smooth sailing. Where's everyone? ,NA,16,10,Monday,2017,10/30/17,NA
1706, Top of the hour feed sponsored by We deliver &amp; install batteries. #DialABattery on 0719080000  https://t.co/ZgR5MYpysc,NA,17,10,Monday,2017,10/30/17,NA
1707," Jam hadi kangemi market matatu stage .ile jam ya kawaida jioni.after that,,,, gear three ",traffic,17,10,Monday,2017,10/30/17,traffic
1708, Goes all the way to GM unfortunately. ,NA,17,10,Monday,2017,10/30/17,NA
1709, Lots of traffic where is everyone headed too. ,NA,17,10,Monday,2017,10/30/17,traffic
1710, Ngong Road from The Junction Mall towards Karen flowing excellently. I wish it could be ever like this. ,NA,17,10,Monday,2017,10/30/17,NA
1711, moving slower than Zuku speeds ,NA,17,10,Monday,2017,10/30/17,NA
1712, How's Mombasa road? ,NA,17,10,Monday,2017,10/30/17,NA
1714, any election related road disruptions in Nairobi? ,NA,17,10,Monday,2017,10/30/17,NA
1715, Kipande road moving swiftly ,NA,17,10,Monday,2017,10/30/17,NA
1716, how is mombasa road from Gateway mall? ,NA,17,10,Monday,2017,10/30/17,NA
1717," #mombasaroad, Exactly  ",NA,17,10,Monday,2017,10/30/17,NA
1718, Thika road  ,NA,17,10,Monday,2017,10/30/17,NA
1719,  Traffic outbound CBD backed up till south C flyover.... what is ahead? ,NA,17,10,Monday,2017,10/30/17,traffic
1720, Crowd gathering around Bomas round about..while others are trekking toward it from Lang ,NA,17,10,Monday,2017,10/30/17,NA
1721, how is Thika Road heading to TRM from Forest Road? ,NA,17,10,Monday,2017,10/30/17,NA
1722, how is Mombasa road all the way from nyayo? i need 2 ensure the safety of some1 kindly advice ,NA,17,10,Monday,2017,10/30/17,NA
1723, Absolute standstill. Can anyone near the Kenyatta Avenue roundabout tell tho ,NA,17,10,Monday,2017,10/30/17,NA
1724, cathedral road towards town is a parking lot..... ,NA,17,10,Monday,2017,10/30/17,NA
1725, Traffic is slowly building ip from Utalii area... ,NA,17,10,Monday,2017,10/30/17,traffic
1726," Two hours later, still stuck on uhuruhighway ",NA,17,10,Monday,2017,10/30/17,NA
1727, namanga rd at Savannah cement towards shalom hospital traffic is flowing smoothly both lines  ,NA,17,10,Monday,2017,10/30/17,traffic
1728, situation at Savannah cement along namanga rd  ,NA,17,10,Monday,2017,10/30/17,NA
1729, Traffic is at a standstill that some people have gotten out their cars  ,NA,17,10,Monday,2017,10/30/17,traffic
1730, Bunyala road Uhuru Highway is nywee ,NA,17,10,Monday,2017,10/30/17,NA
1731, Uhuru highway from villa Rosa kameshikana shikishiki...chiromo rd pia ,NA,17,10,Monday,2017,10/30/17,NA
1732, ojijo rd not moving. Parklands police station  got a fresh coat of paint  ,NA,17,10,Monday,2017,10/30/17,NA
1733," Valley road not moving, town-bound ",NA,17,10,Monday,2017,10/30/17,NA
1734," Uhuru Highway (Haile Selassie roundabout) out of town, the struggle to move is real  ",NA,17,10,Monday,2017,10/30/17,NA
1735, thika rd thick from muthaiga toward thika ,NA,17,10,Monday,2017,10/30/17,NA
1736, Any updates on Langata road? ,NA,17,10,Monday,2017,10/30/17,NA
1737," Valley rd going up is clear,Daystar too.Uhuru hgway issaNO ",NA,17,10,Monday,2017,10/30/17,NA
1738, please avoid Uhuru highway. ,NA,17,10,Monday,2017,10/30/17,NA
1739, Valley rd going to Hurlingham clear ,NA,17,10,Monday,2017,10/30/17,NA
1740," how the hell is valley road inbound a parking lot at this time,a day like this? ",NA,17,10,Monday,2017,10/30/17,NA
1741, Bad traffic on museum hill ,NA,17,10,Monday,2017,10/30/17,traffic
1742, Im crying its a parking lot out here. Barabara zote ,NA,17,10,Monday,2017,10/30/17,NA
1743," From westlands, the best route is rukubi muhuri rd. 30min i was in langata ",NA,17,10,Monday,2017,10/30/17,NA
1744, mbagathi is clear until Tmall ,NA,17,10,Monday,2017,10/30/17,NA
1745, mbagathi  ,NA,17,10,Monday,2017,10/30/17,NA
1746, Mad traffic from Westlands into town  ,NA,17,10,Monday,2017,10/30/17,traffic
1747, ushawahi kaa kwa traffic hadi unahisi njaa?? try Uhuru highway towards UoN ,NA,17,10,Monday,2017,10/30/17,traffic
1748, past kangemi ni teketeke ,NA,17,10,Monday,2017,10/30/17,NA
1749, How's Valley road? ,NA,17,10,Monday,2017,10/30/17,NA
1750, how is magadi road especially from Cambridge to multimedia ? ,NA,17,10,Monday,2017,10/30/17,NA
1751, aki Niko Locked kwa traffic jam at Utalii hotel Thika road ,traffic,17,10,Monday,2017,10/30/17,traffic
1752, Clear towards hurlingham ,NA,17,10,Monday,2017,10/30/17,NA
1753, Langatard-Wilson standstill  ,NA,17,10,Monday,2017,10/30/17,NA
1754, langata road is moving ,NA,17,10,Monday,2017,10/30/17,NA
1755, How's Mbagathi road heading towards T mall? ,NA,17,10,Monday,2017,10/30/17,NA
1756, 40 minutes from integrity center to GPO!! ,NA,17,10,Monday,2017,10/30/17,NA
1757, Traffic snurl up from pangani . #thikaSuperahighway both highway and service lane ,NA,17,10,Monday,2017,10/30/17,traffic
1758," 40 minutes Ojijo road to Westie, maybe I should have walked... ",NA,17,10,Monday,2017,10/30/17,NA
1759, kipande rd just from the roundabt to globe its miraculously nyweeeeee hadi cbd ,NA,17,10,Monday,2017,10/30/17,NA
1760, magadi road kama kawa jam but moving ,traffic,17,10,Monday,2017,10/30/17,traffic
1761, And all the grandies of traffic jams has just landed on Mombasa road FROM TOWN!! ,traffic,17,10,Monday,2017,10/30/17,traffic
1762," Must the whole city come to a stand still just because the government is in Bomas?
Valley road is pathetic ",NA,17,10,Monday,2017,10/30/17,NA
1763, Ngong road calm &amp; flowing as an early Sunday... ,NA,17,10,Monday,2017,10/30/17,NA
1764, Kiambu road outbound  packed ,NA,17,10,Monday,2017,10/30/17,NA
1765, How is southern bypass? via Niaz,NA,17,10,Monday,2017,10/30/17,NA
1766," Forget about Uhuru Highway, 45 minutes standstill next to parliament ",NA,17,10,Monday,2017,10/30/17,NA
1767, Thika Rd. At survey.  ,NA,17,10,Monday,2017,10/30/17,NA
1768, Southern Bypass is free flowing ,NA,17,10,Monday,2017,10/30/17,NA
1769," over an hour on Uhuru highway, between UON and GPO. What is going on? ",NA,17,10,Monday,2017,10/30/17,NA
1770, Hotel Echo en route to Bomas ,NA,17,10,Monday,2017,10/30/17,NA
1771, Over an hour on Uhuru highway between University way round about and Kenyatta avenue round about. What is going on? ,NA,17,10,Monday,2017,10/30/17,NA
1772," Top of the hour feed sponsored by Mugg
&amp; Bean On-The-Move now open TOTAL Limuru Road!Welcome All",NA,18,10,Monday,2017,10/30/17,NA
1773, All clear. Kangemi was clear. All looked peaceful and calm the whole way. Thanks! ,NA,18,10,Monday,2017,10/30/17,NA
1774, The current traffic jam at the CBD is as confusing as  's voter turnout calculations ,traffic,18,10,Monday,2017,10/30/17,traffic
1775, Howâ€™s Enterprise Road? Msa road is stuck.... ,NA,18,10,Monday,2017,10/30/17,NA
1777, landhies rd heading to stadii kameshikana ,NA,18,10,Monday,2017,10/30/17,NA
1778, thika rd jam kibao from muthaiga bt moving ,traffic,18,10,Monday,2017,10/30/17,traffic
1779, accident at southern bypass near kibera towards kikuyuy ,accident,18,10,Monday,2017,10/30/17,accident
1780, from stadii heading to jogoo road all is well.  _Ÿè„ ,NA,18,10,Monday,2017,10/30/17,NA
1781, alaaaar valley road towards town what's happening almost two hours now_Ÿ˜¥_Ÿ˜¥_Ÿ˜¥ ,NA,18,10,Monday,2017,10/30/17,NA
1782, Clear all the way to westlands ,NA,18,10,Monday,2017,10/30/17,NA
1783, jam kidogo pale Church Army heading to Hamza. ,traffic,18,10,Monday,2017,10/30/17,traffic
1784, Whats going on at UON roundabout? ,NA,18,10,Monday,2017,10/30/17,NA
1785, Traffic snurl up #ThikaSuperHighway from Muthaiga outbound ,NA,18,10,Monday,2017,10/30/17,traffic
1786, heading to town brace yourself minimum holding time at uon roundabout is 1 hour and counting ,NA,18,10,Monday,2017,10/30/17,NA
1787, Free parking on Mombasa rd. ,NA,18,10,Monday,2017,10/30/17,NA
1788, Has the southern bypass accident been cleared ? ,accident,18,10,Monday,2017,10/30/17,accident
1789, how is waiyaki way and Thika Road? ,NA,18,10,Monday,2017,10/30/17,NA
1790, I have moved from integrity center to all saints for an hour now ,NA,18,10,Monday,2017,10/30/17,NA
1791, Just happened 5mins ago.A pickup and a vitz ,NA,18,10,Monday,2017,10/30/17,NA
1792, Outering Super Highway looking great on all sides. Smooth Kama mat*ko ya Mtoto_Ÿè„ ,NA,18,10,Monday,2017,10/30/17,NA
1793, Delicate balancing act....  ,NA,18,10,Monday,2017,10/30/17,NA
1794, thika road update please? ,NA,18,10,Monday,2017,10/30/17,NA
1795, Ngong Road outbound is ok so far.  ,NA,18,10,Monday,2017,10/30/17,NA
1796, Thika road: traffic heading to thika at survey &amp; homeland heading ,NA,18,10,Monday,2017,10/30/17,traffic
1797, Park have a drink the city is at standstill. The executive is at Bomas ,NA,18,10,Monday,2017,10/30/17,NA
1798,   Clearly ...traffic starts after Nyayo stadium.. ,NA,18,10,Monday,2017,10/30/17,traffic
1799, Thika road: flowing traffic heading to Thika at survey &amp; homeland ,NA,18,10,Monday,2017,10/30/17,traffic
1800, over one hour to join Uhuru Highway from Parliament Road. ,NA,18,10,Monday,2017,10/30/17,NA
1801," Githurai 45 rndabt a no go zone, sema rai Ku celebrate. Avoid jam kibao ",traffic,18,10,Monday,2017,10/30/17,traffic
1802, Ngong Road strangely clear. This is unlike any other week day. ,NA,18,10,Monday,2017,10/30/17,NA
1803, Thika road jam just past Muthaiga. Slow but moving ,traffic,18,10,Monday,2017,10/30/17,traffic
1804, traffic snarl up on parts of waiyaki way caused by some celebrating Kenyans. #PollResultsKe ,NA,18,10,Monday,2017,10/30/17,traffic
1805, Junction to Karen also ok.  ,NA,18,10,Monday,2017,10/30/17,NA
1806, Unrivalled folly and demonic wisdom is currently being demonstrated by the overlapping ,NA,18,10,Monday,2017,10/30/17,NA
1807, slow from Muthaiga but moving....at the moment service lane from Muthaiga to survey is very clear ,NA,18,10,Monday,2017,10/30/17,NA
1808, 2hrs 30min from museum to Nyayo house _Ÿ˜“ ,NA,18,10,Monday,2017,10/30/17,NA
1809," few celebrations in Huruma although tension buildingup, Juja rd passable ",NA,18,10,Monday,2017,10/30/17,NA
1810, Celebrations Roysambu.. Traffic will be bad  ,NA,18,10,Monday,2017,10/30/17,traffic
1811," excited youth at Uthiru kopa dancing on the road, approach slowly n hoot to their dance ",NA,18,10,Monday,2017,10/30/17,NA
1812," Getting into Banana town. almost got out of the car to join them
 ",NA,18,10,Monday,2017,10/30/17,NA
1813, Residents of githogoro marching towards kiambu rd jn celebration. Traffic flow likely to be interrupted. ,NA,18,10,Monday,2017,10/30/17,traffic
1814, Magadi Road Down Ongata Rongai. #kenyamovingforward  ,NA,18,10,Monday,2017,10/30/17,NA
1815, from roysambu twrds Githu 45 outbound jam as raiya inaendelea kujiachilia apo githu ,traffic,18,10,Monday,2017,10/30/17,traffic
1816, Ushaiwish ungekuwa unawork Thika ukistay Nairobi? The other way is always clear. Hehee ,NA,18,10,Monday,2017,10/30/17,NA
1817," who has died, just seen mad men n women in kayole running barefoot with empty plates n cups ",NA,18,10,Monday,2017,10/30/17,NA
1818, This is not a true account. Just past roysambu.  The fire is off the road.  Traf ,NA,18,10,Monday,2017,10/30/17,NA
1819, Traffic is only in githurai from the clayworks bend outbound with residents taki ,NA,18,10,Monday,2017,10/30/17,traffic
1820, Its all chaos of celebration on Uhuruto Win on thika road kindly drive safely ,NA,18,10,Monday,2017,10/30/17,NA
1821, ruaka right now  ,NA,18,10,Monday,2017,10/30/17,NA
1822, Thika rd outbound up to Roysambu iko namna gani? ,NA,18,10,Monday,2017,10/30/17,NA
1823, Snarl up at Ruaka due to people celebrating #PollResultsKe ,NA,18,10,Monday,2017,10/30/17,NA
1824, 17:36  ,NA,18,10,Monday,2017,10/30/17,NA
1825, Keep off Naivasha road and Ngong road  . ,NA,18,10,Monday,2017,10/30/17,NA
1826, Thindigua bus stop impassable  ,NA,18,10,Monday,2017,10/30/17,NA
1827, Drivers watch your speed on Thika road toward Ruiru multitudes on the highway. ,NA,18,10,Monday,2017,10/30/17,NA
1828, A celebratory crowd is marching from Githu towards Roysambu along Thika road. Another at th ,NA,18,10,Monday,2017,10/30/17,NA
1829, Its all celebration on Uhuruto Win on Thika road kindly drive safely ,NA,18,10,Monday,2017,10/30/17,NA
1830, Githurai towards tao jam.people kwa road ,traffic,18,10,Monday,2017,10/30/17,traffic
1831, valley road free flowing both ways ,NA,18,10,Monday,2017,10/30/17,NA
1832, cele...celebrations in Kikuyu town...bypass stalled ,NA,18,10,Monday,2017,10/30/17,NA
1833, jubilee celebration waiyaki way ,NA,18,10,Monday,2017,10/30/17,NA
1834," Peaceful celebrations on going at Kinoo area, approach with caution ",NA,18,10,Monday,2017,10/30/17,NA
1835, how is Eastern bypass? ,NA,18,10,Monday,2017,10/30/17,NA
1836," Roysambu OK, group of jubilant Kenyans at the roundabout. Traffic starts to build on exit 8. ",NA,18,10,Monday,2017,10/30/17,traffic
1837, WW chebukati should have made the declaration at 11pm. Thika road 7Githurai/ruiru is impassable! ,NA,18,10,Monday,2017,10/30/17,NA
1838, Githurai is a no go zone  ,NA,18,10,Monday,2017,10/30/17,NA
1839, A celebratory crowd is marching from Githurai towards Roysambu along Thika road....motorist be on the watch ,NA,18,10,Monday,2017,10/30/17,NA
1841," people have barricaded the highway at Kwambira, Limuru. The're celebrating UKs win but the ",NA,18,10,Monday,2017,10/30/17,NA
1842," Thika road to town. Jam at Githurai. Celebrations
Also standstill at Roysambu.  ",traffic,18,10,Monday,2017,10/30/17,traffic
1843," currently situation in town, ""too much vuvuzela noise otherwise peaceful"" ",NA,19,10,Monday,2017,10/30/17,NA
1844, free flowing.... Frm carbanas ,NA,19,10,Monday,2017,10/30/17,NA
1845, Githurai both sides bumber to bumber due to celebrations ,NA,19,10,Monday,2017,10/30/17,NA
1846," Juja rd is flowing well, no disruptions, all is ok for ",NA,19,10,Monday,2017,10/30/17,NA
1847, Major traffic jam on Waiyaki way. ,traffic,19,10,Monday,2017,10/30/17,traffic
1848, is Thika Road around Kasarani okay? ,NA,19,10,Monday,2017,10/30/17,NA
1849," Avoid Githurai 45, Thika Road, if you are going to town   people have blocked the road.  ",NA,19,10,Monday,2017,10/30/17,NA
1850, Celebrations at trm drive carefully.. Both sides ,NA,19,10,Monday,2017,10/30/17,NA
