"","id","tweet","accident_truth","latitude_truth","longitude_truth","street_name_c1","street_name_c2","landmark_c1","landmark_c2"
"532","geocodedTweets11_29_1840","Accidents on Thika Road attributed to drunk driving","No",NA,NA,"Thika Road","Thika Road","None","None"
"533","geocodedTweets11_29_1870","Accident ahead at Panari","Yes",NA,NA,"None","None","Panari","Panari"
"534","geocodedTweets11_29_1893","There is an accident outside panari creating the traffic","Yes",-1.32946675,36.855734,"None","None","Panari","Panari"
"535","geocodedTweets11_29_191","Accident of forest road   occupants rescued","Yes",NA,NA,"Forest road","forest road","None","None"
"536","geocodedTweets11_29_1991","accident at southern bypass near kibera towards kikuyuy","Yes",NA,NA,"None","southern bypass","None","kibera towards kikuyu"
"537","geocodedTweets11_29_2168","accident after roasters bumps towards TRM","Yes",NA,NA,"None","None","TRM","roasters bumps towards TRM"
"538","geocodedTweets11_29_2240","If you on thika road headed to thika...use the service lane. There is an accident hapo muthaiga","Yes",NA,NA,"thika road","thika road","None","muthaiga"
"539","geocodedTweets11_29_2244","muthaiga accident","Yes",NA,NA,"None","None","None","Mithaiga"
"540","geocodedTweets11_29_2259","Mombasa Road traffic flowing to Nyayo Stadium save for a small accident near the roundabout","Yes",NA,NA,"Mombasa Road","Mombasa Road","Nyayo stadium","Nyayo Stadium roundabout"
"541","geocodedTweets11_29_2261","Accident... A Car Has Overturned.","Yes",NA,NA,"None","None","None","None"
"542","geocodedTweets11_29_2264","kuna Accident Hapo Muthaiga","Yes",NA,NA,"None","None","None","Muthaiga"
"543","geocodedTweets11_29_2353","Major accident on the Northern Bypass both lanes blocked east of USIU turnoff. Avoid area.","Yes",NA,NA,"Northern Bypass","Northern Bypass","USIU","USIU turnoff"
"544","geocodedTweets11_29_2361","the jam at Ngomongo is due to an accident btn a driving school car n a personal no casualties as I saw unless otherwise","Yes",NA,NA,"None","None","None","Ngomongo"
"545","geocodedTweets11_29_2406","There was an accident at Mirema, involving two vehicles... That's all the info I got.","Yes",NA,NA,"None","None","None","Mirema"
"546","geocodedTweets11_29_2422","A minor accident (body scratch) between a saloon car and mini","Yes",NA,NA,"None","None","None","None"
"547","geocodedTweets11_29_2620","accident past devik Athi river towards mlolongo","Yes",NA,NA,"None","None","devki Athi river","devik Athi river towards mlolongo"
"548","geocodedTweets11_29_2644","Slight Accident At Vanillas","Yes",-1.451603,36.968147,"None","None","Vanillas","Vanillas"
"549","geocodedTweets11_29_2656","Accident just happened!! On Kenyatta road as you head to thika.","Yes",NA,NA,"Kenyatta road","Kenyatta road","None","None"
"550","geocodedTweets11_29_2828","minor accident on Haile Sellasie avenue near shell","Yes",-1.29221275,36.821721,"Haile Sellasie avenue","Haile Sellasie avenue","Shell","near shell"
"551","geocodedTweets11_29_2842","Bad accident on the Kileleshwa RingRoad By pass near St. Austins School Lavington.","Yes",-1.276994,36.77145,"Kileleshwa ringroad","Kileleshwa RingRoad By pass","St. Austins School Lavington","St. Austins School Lavington"
"552","geocodedTweets11_29_2843","fatal accident near St. Austine school","Yes",-1.276994,36.77145,"None","None","St. Austine school","St. Austine school"
"553","geocodedTweets11_29_2852","Buru Mathree Causes Accident via Muthama","Yes",NA,NA,"None","None","None","None"
"554","geocodedTweets11_29_2865","Thika Rd Breakfast Gets Heavy, A Festive Bread Lorry Involved In An Accident, Sasa Ya Mazi","Yes",NA,NA,"Thika road","Thika Road","None","None"
"555","geocodedTweets11_29_2894","Totally disappointed. Reported an accident and was ask 1st how i intend to pay","No",NA,NA,"None","None","None","None"
"556","geocodedTweets11_29_2895","Totally disappointed.Reported an accident and was ask 1st how i intend to pay","No",NA,NA,"None","None","None","None"
"557","geocodedTweets11_29_2931","American school buses are yellow coz humans see yellow faster than any other color, helps in avoiding accidents","No",NA,NA,"None","None","None","None"
"558","geocodedTweets11_29_2969","Accident Mlolongo towards town","Yes",NA,NA,"None","None","None","Mlolongo towards town"
"559","geocodedTweets11_29_3089","Gruesome accident ngong road opposite St. Hannas, slow down   may be we also boycott this road","Yes",-1.300213,36.774843,"Ngong road","Ngong Road","St. Hannas","Opposite St.Hannas"
"560","geocodedTweets11_29_3090","There is an accident on waiyaki way next to medanta hospital, use slip road","Yes",-1.259888833,36.78829683,"Waiyaki way","waiyaki way","Medanta Hospital","medanta hospital"
"561","geocodedTweets11_29_3100","There is an accident scene being cleared on Langata Road, inbound, at Sunshine School. Approach with caution.","Yes",NA,NA,"Langata Rd","Langata Road","sunshine school","Sunshine School"
"562","geocodedTweets11_29_3265","Accident involving saloon car and truck Sabaki along Mombas","Yes",NA,NA,"None","Mombasa","None","None"
"563","geocodedTweets11_29_3317","Thika road at Pangani outbound standstill Accident ahead probably.","No",NA,NA,"Thika road","Thika road","None","Pangani outbound"
"564","geocodedTweets11_29_3413","Accident at Belle Vue involving two buses and a small car. Traffic building up","Yes",-1.31925125,36.8382895,"None","None","None","Belle Vue"
"565","geocodedTweets11_29_3662","Nyeri Governor wahome Gakuru involved in an Accident at Kabati","Yes",NA,NA,"None","None","None","Kabati"
"566","geocodedTweets11_29_3702","NYERI GOVERNOR Wahome Gakuru dies at the Thika Level 5 hospital following road accident on ThikaMuranga road.","Yes",NA,NA,"ThikaMuranga road","ThikaMuranga road","Thika Level 5 hospital","None"
"567","geocodedTweets11_29_3707","Nyeri Governor Wahome Gakuru has passed on following early morning road accident on Thika Super Highway.","Yes",NA,NA,"Thika superhighway","Thika Super Highway.","None","None"
"568","geocodedTweets11_29_3721","Poor visibility is number of events cause of accidents put on headlights and kill the speed to suit you","No",NA,NA,"None","None","None","None"
"569","geocodedTweets11_29_3739","very bad accident at escapement towards mai mahiu","Yes",NA,NA,"None","None","escapement","escapement towards mai mahiu"
"570","geocodedTweets11_29_3850","Slowdown there is a bus belonging to double m has crashed into a ditch jogoo rd headin","Yes",NA,NA,"Jogoo Rd","jogoo rd","None","None"
"571","geocodedTweets11_29_3863","Accident outside uhuru gardens Langata Road.","Yes",NA,NA,"Langata Rd","Langata Road.","Uhuru gardens","uhuru gardens"
"572","geocodedTweets11_29_3987","Governor Nanok involved in a minor accident on Waiyaki Way. No major injuries.","Yes",NA,NA,"Waiyaki way","Waiyaki Way","None","None"
"573","geocodedTweets11_29_4083","Army trailer carrying a tanker overturn few meters from Governor accident yesterday at KenolKabati #GodHaveMercy","Yes",NA,NA,"KenolKabati","None","None","KenolKabati"
"574","geocodedTweets11_29_4111","If we aren't carefully &amp; ready to curb accidents ..the new to be Nairobi ~Limuru Superhighway will be a killer highway","No",NA,NA,"Nairobi-Limuru superhighway","Nairobi ~Limuru Superhighway","None","None"
"575","geocodedTweets11_29_4146","Freak accident on Mombasa rd btn a trailer n a personal car some few kms b4 juncti","Yes",NA,NA,"Mombasa rd","Mombasa road","None","None"
"576","geocodedTweets11_29_4194","Terrible accident at Daystar.start reorgani","Yes",NA,NA,"None","None","Daystar","Daystar"
"577","geocodedTweets11_29_4236","Terrible accident on Thika road. Traffic all the way back past Roysambu towards Thika.","Yes",NA,NA,"Thika Road","Thika road","None","Roysambu"
"578","geocodedTweets11_29_4244","Bad accident on the Nrb-thika superhighway right after roysambu major traffic. Use the service lane.","Yes",NA,NA,"Nrb-thika superhighway","Nrb-thika superhighway","None","roysambu"
"579","geocodedTweets11_29_4257","there's major traffic along thika highway 2wads thika caused by accident involving 2lorrie","Yes",NA,NA,"Thika Highway","thika highway","None","None"
"580","geocodedTweets11_29_4272","Accident involving lorry at Carwash (between Githurai and Roysambu) along Thika road. H","Yes",NA,NA,"Thika Road","Thika road","None","Carwash ;between Githurai and Roysambu"
"581","geocodedTweets11_29_4283","A terrible accident at lukenya involving a track and a personal","Yes",NA,NA,"None","None","None","Lukenya"
"582","geocodedTweets11_29_431","Witnessed more than five minor accident between flyover and Limuru yesterd","No",NA,NA,"None","None","None","between flyover and Limuru"
"583","geocodedTweets11_29_4495","accident between 2 cars and a matatu along chiromo just before museum flyover","Yes",NA,NA,"Chiromo","chiromo road","museum flyover","museum flyover"
"584","geocodedTweets11_29_4527","accident after muthaiga round about heading to town, Limuru rd","Yes",NA,NA,"Limuru rd","Limuru road","None","muthaiga round about"
"585","geocodedTweets11_29_4528","accident after muthaiga round about heading to town,Limuru rd","Yes",NA,NA,"Limuru rd","Limuru road","None","muthaiga round about"
"586","geocodedTweets11_29_4541","accident on limuru road. Just before muthaiga.","Yes",NA,NA,"Limuru Road","limuru road.","None","muthaiga."
"587","geocodedTweets11_29_4827","Bad accident involving two matatus and a saloon car at unicity mall K.U heading to town.","Yes",-1.176119,36.9399705,"None","None","Unicity mall K.U","Unicity mall K.U"
"588","geocodedTweets11_29_4843","accident at k.u mainhighway nrb bound, resulting to heavy traffic","Yes",NA,NA,"None","Thika mainhighway nrb","k.u","k.u"
"589","geocodedTweets11_29_4876","accident,, Mombasa road in mto mawe,, be cateful,,,traffic on stand still","Yes",NA,NA,"Mombasa road","Mombasa road","Mto mawe","None"
"590","geocodedTweets11_29_4899","Accident at Racecourse along Ngong road. Heavy traffic build-up. Be careful as you approach, or better avoid","Yes",NA,NA,"Ngong road","Racecourse along Ngong road","racecourse","Racecourse"
"591","geocodedTweets11_29_490","Accident near Capital Centre Outbound,  traffic building up from KIMC..","Yes",-1.31652225,36.8337885,"None","None","Capital Centre","KIMC;Capital Centre"
"592","geocodedTweets11_29_4911","Accident Past Mulleys S/Mkt Mlolongo, Crane Has Entered A Transist On The Back","Yes",NA,NA,"None","None","Mulley's S/Mkt","Peter Mulleys SuperMarket Mlolongo"
"593","geocodedTweets11_29_493","Minor accident at Sarit Roundabout.... towards town! Packed!","Yes",-1.261576,36.8034402,"None","None","Sarit","Sarit Roundabout"
"594","geocodedTweets11_29_4930","very nasty accident on Ngong road near racecourse causing all the traffic. Traffic police at the scene","Yes",NA,NA,"Ngong road","Ngong road","racecourse","racecourse"
"595","geocodedTweets11_29_5046","Texting while driving makes you 23 times more likely to be involved in a collision, &amp;","No",NA,NA,"None","None","None","None"
"596","geocodedTweets11_29_513","Kiambu rd traffic building up due to an accident involving a motorbike and a Prado,police already at the scene  .","Yes",NA,NA,"Kiambu rd","Kiambu Road","None","None"
"597","geocodedTweets11_29_5213","Dozens with jericans at a petroleum lorry accident nrb naivasha road near St. Pauls junction.","Yes",NA,NA,"Nrb-Naivasha road","Nairobi- naivasha road","St. Pauls Junction","St. Pauls junction"
"598","geocodedTweets11_29_5287","Southern Bypass is a parking lot in both directions. Accident.  Soares","Yes",NA,NA,"Southern bypass","Southern Bypass","None","None"
"599","geocodedTweets11_29_5319","Accident at Lab&amp;Allied mombasa rd.","Yes",-1.3309706,36.8649746,"Mombasa rd","Mombasa road","Lab & Allied","Lab&amp;Allied"
"600","geocodedTweets11_29_5338","GKB 750D causes an accident while driving on the wrong side of Mbagathi Road.","Yes",NA,NA,"Mbagathi Road","Mbagathi Road.","None","None"
"601","geocodedTweets11_29_5377","minor accident at GM. Causing traffic along Mombasa road.","Yes",-1.3295035,36.87110583,"Mombasa road","Mombasa road.","GM","GM"
"602","geocodedTweets11_29_5392","Ask what the back story is cause this accident seems w","Yes",NA,NA,"None","None","None","None"
"603","geocodedTweets11_29_5434","So many accidents along Mombasa Road.should find alternat","No",NA,NA,"Mombasa rd","Mombasa Road","None","None"
"604","geocodedTweets11_29_557","who are the owners of Kenya mpya accident prone buses lets start from here","No",NA,NA,"None","None","None","None"
"605","geocodedTweets11_29_5640","Accident On Machakos Road As U Approach Governor's Office","Yes",NA,NA,"Machakos road","Machakos Road","Governor's Office","Governor's Office"
"606","geocodedTweets11_29_5926","Accident opp visions plaza town bound after that it's clear.. via Mwamjeni","Yes",-1.32768,36.852113,"None","None","Visions plaza","visions plaza"
"607","geocodedTweets11_29_5930","So many accidents on mombasa road before city cabanas goin into town n zero cops anywhe","Yes",NA,NA,"mombasa road","mombasa road","City cabanas","city cabanas"
"608","geocodedTweets11_29_5967","Security testing how the Governor's car crashed?","No",NA,NA,"None","None","None","None"
"609","geocodedTweets11_29_5977","AnACCIDENT along Ojijo Road near Kobil petrol station Westlands, involving a black Mark X","Yes",-1.26681375,36.81181225,"Ojijo road","Ojijo Road","Kobil petrol station Westlands","Kobil petrol station Westlands"
"610","geocodedTweets11_29_5986","bad accident at yaya","Yes",-1.292348,36.787449,"None","None","None","Yaya"
"611","geocodedTweets11_29_5989","an accident just happened at the Yaya junction causing traffic on Argwings Kodhek rd","Yes",-1.2920926,36.7871568,"Argwings Kodhek rd","Argwings Kodhek road","Yaya junction","Yaya junction"
"612","geocodedTweets11_29_5997","Accident on msanifu and haiiresalie Avenue junction near Blue room restaurant Mombasa","Yes",-4.0596844,39.671171,"Haiiresalie avenue","msanifu kombo Road ; haiiresalie Avenue","Blue room restaurant","Blue room restaurant Mombasa"
"613","geocodedTweets11_29_6052","Accident at Arwings kodhek road at Yaya center junction,a p","Yes",-1.292230208,36.78720642,"Arwings kodhek road","Arwings kodhek road","Yaya Center Junction","Yaya center junction"
"614","geocodedTweets11_29_6081","Accidents don't happen. Accidents are caused. The guardrail","No",NA,NA,"None","None","None","None"
