"","DATE","DAY","TIME 24 HOURS","BASE/SUB BASE","COUNTY","ROAD","PLACE","TYPE OF VEHICLE","BRIEF ACCIDENT DETAILS","GENDER","AGE","CAUSE CODE","VICTIM","NO.","id"
"564",2017-12-26,"TUESDAY","2300","BURUBURU","NAIROBI","MOI DRIVE","MOI DRIVE OFF KANGUNDO ROAD","UNKNOWN","HIT AND RUN","M","A",98,"PED",1,"1575_20170501_20171231"
"565",2017-12-26,"TUESDAY","1830","MATUU","MACHAKOS","MATUU THIKA","DREAMLAND AREA","PSV","THE VEHICLE LOST CONTROL VEERED OFF THE ROAD AND ROLLED SEVERAL TIMES","M & F","A",26,"PAS",3,"1577_20170501_20171231"
"566",2017-12-27,"WEDNESDAY","30","EMBAKASI","NAIROBI","EASTERN BY PASS","NEAR UTAWALA JUNCTION","UNKNOWN","HIT AND RUN","M","33",58,"PED",1,"1579_20170501_20171231"
"567",2017-12-27,"WEDNESDAY","100","KARURI","KIAMBU","BANANA RUAKA","SACRED HERAT AREA","PRIVATE","THE VEHICLE KNOCKED DOWN THE VICTIM","M","29",98,"PED",1,"1580_20170501_20171231"
"568",2017-12-28,"THURSDAY","1900","DTEO BURUBURU","NAIROBI","UNMARKED ROAD","DANDORA PHASE 5 NEAR SAMARITAN MEDICAL CENTE","MOTOR CYCLE","THE CYCLE KNOCKED DOWN THE VICTIM","J","5",98,"PED",1,"1589_20170501_20171231"
"569",2017-12-29,"FRIDAY","1300","MURANGA","MURANGA","KADUDU MUKURIAHUNGU ROUGH ROAD",NA,"COMMERCIAL","THE VEHICLE KNOCKED DOWN THE VICTIM","M","5",7,"PED",1,"1590_20170501_20171231"
"570",2017-12-29,"FRIDAY","1520","DTEO MAKONGENI","NAIROBI","JOGOO","NEAR MAKONGENI POLICE STATION","MOTOR CYCLE","THE CYCLE RAMMED INTO THE REAR OF THE HAND CART AND DUE IMPACT THE RIDER SUSTAINED INJURIES","M","A",36,"MCY",1,"1591_20170501_20171231"
"571",2017-12-29,"FRIDAY","1900","GATUNDU","KIAMBU","THIKA MANGU","MWEA AREA","PSV & PRIVATE","HEAD ON COLLISION","M","A",8,"DRV",1,"1597_20170501_20171231"
"572",2017-12-30,"SATURDAY","645","EMBAKASI","NAIROBI","NORTH AIRPORT","NEAR TONONOKA GODOWNS","UNKNOWN","HIT AND RUN","M","A",22,"PED",1,"1602_20170501_20171231"
"573",2017-12-30,"SATURDAY","2130","MAKONGENI","NAIROBI","LANDHIES","SAKWA JUNCTION","PSV","THE VEHICLE KNOCKED DOWN THE VICTIM","M","A",7,"PED",1,"1606_20170501_20171231"
"574",2017-12-31,"SUNDAY","2050","KIAMBU","KIAMBU","KIAMBU LIMURU","NEAR SASINI TEA FACTORY","PRIVATE","THE DRIVER OF THE STARLET WAS MAKING A U TURN WHEN HE WAS HIT  BY THE SECOND VEHICLE NISSAN CUBE","F","A",15,"PAS",1,"1611_20170501_20171231"
"575",2017-12-31,"SUNDAY","100","STAREHE","NAIROBI","RING ROAD","NEAR KOBIL PETROL STATION","PRIVATE","THE DRIVER OF THE SAID MOTOR VEHICLE KNOCKED DOWN  A PEDESTRIAN","M","A",98,"PED",1,"1614_20170501_20171231"
"576",2017-12-31,"SUNDAY","1800","KISERIAN","KAJIADO","KISERIAN RONGAI","RIMPA AREA","PSV","JOSEPH WANJOHI WAS DRIVING THE FIRST MATATU AND ON REACHING THE SAID PLACE IT WAS IT FROM THE REAR BY THE SECOND  VEHICLE , CAUSING IT TO ROLL","M","A",17,"PAS",1,"1615_20170501_20171231"
